question_text,document_title,language,annotations,document_plaintext,document_url,question_text_tokenized,document_plaintext_tokenized,label,word_frequency_score
Mikä on Tilaajavastuulaki?,Harmaa talous,finnish,"{'answer_start': array([108]), 'answer_text': array(['aliurakoitsijat ovat maksaneet veronsa ja työntekijöidensä eläkevakuutusmaksut'],
      dtype=object)}","Tilaajavastuulaki vuodelta 2007 velvoittaa rakennusurakoiden ja vuokratyövoiman tilaajaa varmistamaan, että aliurakoitsijat ovat maksaneet veronsa ja työntekijöidensä eläkevakuutusmaksut. Helsingin Sanomien mukaan laki ei ole onnistunut lopettamaan harmaata taloutta. Rakennusliiton arvion mukaan pimeitä työntekijöitä on alalla 20000 henkeä ja veroja menetetään arviolta yli 300 miljoonaa euroa vuodessa.[25] Sisäasiainministeriön mukaan puolet talousrikospoliiseista tutkii rakennusalan kuittikauppoja: esimerkiksi huhtikuussa 2008 146 tutkijaa toimi 142 jutussa. Epäiltynä oli 653 henkilöä ja 481 rakennusyritystä.[26]
Järjestäytyneet rikollisliigat harjoittavat kuittikauppaa ja maksavat palkkoja pimeästi työntekijöilleen. Verovalvonnan rakennustyömailla hoitavat koko maassa vajaat 20 tarkastajaa, ja heillekin verotustietojen saanti voi olla ongelmallista. Valtionvarainministeriö on esittänyt ajatuksen niin sanotusta käänteisestä arvonlisäverosta, jonka toivottaisiin vähentävän harmaata taloutta.[16][25] Syyskuusta 2012 alkaen jokaisella uudella rakennustyömaalla työskentelevällä on oltava näkyvillä henkilötunniste ja veronumero ja kaikkien rakennustyömailla työskentelevien henkilöiden veronumerot kirjataan elokuussa avautuvaan julkiseen rekisteriin. Uuden käytännön avulla pyritään torjumaan rakennusalalla rehottavaa harmaata taloutta.[27]",https://fi.wikipedia.org/wiki/Harmaa%20talous,"['Mikä', 'on', 'Tilaajavastuulaki', '?']","['Tilaajavastuulaki', 'vuodelta', '2007', 'velvoittaa', 'rakennusurakoiden', 'ja', 'vuokratyövoiman', 'tilaajaa', 'varmistamaan', ',', 'että', 'aliurakoitsijat', 'ovat', 'maksaneet', 'veronsa', 'ja', 'työntekijöidensä', 'eläkevakuutusmaksut.', 'Helsingin', 'Sanomien', 'mukaan', 'laki', 'ei', 'ole', 'onnistunut', 'lopettamaan', 'harmaata', 'taloutta.', 'Rakennusliiton', 'arvion', 'mukaan', 'pimeitä', 'työntekijöitä', 'on', 'alalla', '20000', 'henkeä', 'ja', 'veroja', 'menetetään', 'arviolta', 'yli', '300', 'miljoonaa', 'euroa', 'vuodessa.', '[', '25', ']', 'Sisäasiainministeriön', 'mukaan', 'puolet', 'talousrikospoliiseista', 'tutkii', 'rakennusalan', 'kuittikauppoja', ':', 'esimerkiksi', 'huhtikuussa', '2008', '146', 'tutkijaa', 'toimi', '142', 'jutussa.', 'Epäiltynä', 'oli', '653', 'henkilöä', 'ja', '481', 'rakennusyritystä.', '[', '26', ']', 'Järjestäytyneet', 'rikollisliigat', 'harjoittavat', 'kuittikauppaa', 'ja', 'maksavat', 'palkkoja', 'pimeästi', 'työntekijöilleen.', 'Verovalvonnan', 'rakennustyömailla', 'hoitavat', 'koko', 'maassa', 'vajaat', '20', 'tarkastajaa', ',', 'ja', 'heillekin', 'verotustietojen', 'saanti', 'voi', 'olla', 'ongelmallista.', 'Valtionvarainministeriö', 'on', 'esittänyt', 'ajatuksen', 'niin', 'sanotusta', 'käänteisestä', 'arvonlisäverosta', ',', 'jonka', 'toivottaisiin', 'vähentävän', 'harmaata', 'taloutta.', '[', '16', ']', '[', '25', ']', 'Syyskuusta', '2012', 'alkaen', 'jokaisella', 'uudella', 'rakennustyömaalla', 'työskentelevällä', 'on', 'oltava', 'näkyvillä', 'henkilötunniste', 'ja', 'veronumero', 'ja', 'kaikkien', 'rakennustyömailla', 'työskentelevien', 'henkilöiden', 'veronumerot', 'kirjataan', 'elokuussa', 'avautuvaan', 'julkiseen', 'rekisteriin.', 'Uuden', 'käytännön', 'avulla', 'pyritään', 'torjumaan', 'rakennusalalla', 'rehottavaa', 'harmaata', 'taloutta.', '[', '27', ']']",1,0.5
Milloin PIK-5 lensi ensilentonsa?,PIK-5,finnish,"{'answer_start': array([413]), 'answer_text': array(['suunnittelu käynnistyi vuonna 1945, ja ensimmäinen prototyyppi lensi ensilentonsa seuraavana vuonna'],
      dtype=object)}","PIK-5 oli suomalaisen Polyteknikkojen ilmailukerhon valmistama, Kaarlo J. Temmeksen diplomityönä suunnittelema yksipaikkainen purjelentokone. PIK-5A ”Cumulus” kehitettiin puolalaisen W.W.S.1 Salamandra -purjelentokoneen pohjalta, minkä tapaan PIK-5:n oli kokopuinen rakenne. Konetyyppi suunniteltiin korvaamaan Suomen purjelentokerhojen yleisesti käyttämät vanhemmat harjoituskoneet, kuten Grunau Babyt. PIK-5A:n suunnittelu käynnistyi vuonna 1945, ja ensimmäinen prototyyppi lensi ensilentonsa seuraavana vuonna. Ilkka Lounamaa lähti jatkokehittämään PIK-5A -mallia, ja jatkokehitetty versio sai tunnuksen PIK-5B vuonna 1949. B-versiota valmistettiin kaikkiaan 16 koneyksilöä, kunnes B-tyypin koneelle OH-PAA vuonna 1951 sattuneen onnettomuuden jälkeen tuli tarve kehitellä uusi paranneltu versio. PIK-5C -mallitunnuksen saaneen version suunnittelusta vastasi Keijo Tiusanen. C-versioon tuli kokonaan uudelleen muotoillut peräsin ja runko, ja alkuperäisestä PIK-5A:sta otettiin muutoksitta vain siiven aerodynaaminen muotoilu. PIK-5 oli yleisin purjekonetyyppi Suomessa 1960-luvun alulla, mutta tyyppi alkoi vähitellen korvaantua uudemmilla saksalaisilla lujitemuovikoneilla 1970-luvun loppupuolella.",https://fi.wikipedia.org/wiki/PIK-5,"['Milloin', 'PIK-5', 'lensi', 'ensilentonsa', '?']","['PIK-5', 'oli', 'suomalaisen', 'Polyteknikkojen', 'ilmailukerhon', 'valmistama', ',', 'Kaarlo', 'J.', 'Temmeksen', 'diplomityönä', 'suunnittelema', 'yksipaikkainen', 'purjelentokone.', 'PIK-5A', '”Cumulus”', 'kehitettiin', 'puolalaisen', 'W.W.S.1', 'Salamandra', '-purjelentokoneen', 'pohjalta', ',', 'minkä', 'tapaan', 'PIK-5', ':', 'n', 'oli', 'kokopuinen', 'rakenne.', 'Konetyyppi', 'suunniteltiin', 'korvaamaan', 'Suomen', 'purjelentokerhojen', 'yleisesti', 'käyttämät', 'vanhemmat', 'harjoituskoneet', ',', 'kuten', 'Grunau', 'Babyt.', 'PIK-5A', ':', 'n', 'suunnittelu', 'käynnistyi', 'vuonna', '1945', ',', 'ja', 'ensimmäinen', 'prototyyppi', 'lensi', 'ensilentonsa', 'seuraavana', 'vuonna.', 'Ilkka', 'Lounamaa', 'lähti', 'jatkokehittämään', 'PIK-5A', '-mallia', ',', 'ja', 'jatkokehitetty', 'versio', 'sai', 'tunnuksen', 'PIK-5B', 'vuonna', '1949.', 'B-versiota', 'valmistettiin', 'kaikkiaan', '16', 'koneyksilöä', ',', 'kunnes', 'B-tyypin', 'koneelle', 'OH-PAA', 'vuonna', '1951', 'sattuneen', 'onnettomuuden', 'jälkeen', 'tuli', 'tarve', 'kehitellä', 'uusi', 'paranneltu', 'versio.', 'PIK-5C', '-mallitunnuksen', 'saaneen', 'version', 'suunnittelusta', 'vastasi', 'Keijo', 'Tiusanen.', 'C-versioon', 'tuli', 'kokonaan', 'uudelleen', 'muotoillut', 'peräsin', 'ja', 'runko', ',', 'ja', 'alkuperäisestä', 'PIK-5A', ':', 'sta', 'otettiin', 'muutoksitta', 'vain', 'siiven', 'aerodynaaminen', 'muotoilu.', 'PIK-5', 'oli', 'yleisin', 'purjekonetyyppi', 'Suomessa', '1960-luvun', 'alulla', ',', 'mutta', 'tyyppi', 'alkoi', 'vähitellen', 'korvaantua', 'uudemmilla', 'saksalaisilla', 'lujitemuovikoneilla', '1970-luvun', 'loppupuolella', '.']",1,0.6
Mitkä ääniaallot ihminen kuulee?,Ääni,finnish,"{'answer_start': array([264]), 'answer_text': array(['alle 20 hertsiä tai yli 20 kilohertsiä'], dtype=object)}","Ääni voidaan havaita kuuloaistimuksena, tuntoaistimuksena tai erilaisten mittausten avulla. Äänen havaitsemista tutkitaan psykoakustiikassa. Ihmiset ja useimmat eläimet havaitsevat ääntä kuulonsa avulla käyttäen korviaan. Ihminen ei kuule ääniä, joiden taajuus on alle 20 hertsiä tai yli 20 kilohertsiä. Matalat äänet voidaan myös tuntea värähtelynä mikäli ääni on riittävän voimakas. Kuulo sekä kyky havaita korkeita taajuuksia heikkenee iän myötä. Kuulon heikentyminen on yksilöllistä. Siihen voivat vaikuttaa perinnölliset tekijät, yleissairaudet ja melualtistus.[5] Voimakkaat tai korkeat äänet voivat tuottaa kipua korvissa. Jos korvat altistuvat useasti koville tai voimakkaille äänille, voi kuulo vahingoittua.[6]",https://fi.wikipedia.org/wiki/%C3%84%C3%A4ni,"['Mitkä', 'ääniaallot', 'ihminen', 'kuulee', '?']","['Ääni', 'voidaan', 'havaita', 'kuuloaistimuksena', ',', 'tuntoaistimuksena', 'tai', 'erilaisten', 'mittausten', 'avulla.', 'Äänen', 'havaitsemista', 'tutkitaan', 'psykoakustiikassa.', 'Ihmiset', 'ja', 'useimmat', 'eläimet', 'havaitsevat', 'ääntä', 'kuulonsa', 'avulla', 'käyttäen', 'korviaan.', 'Ihminen', 'ei', 'kuule', 'ääniä', ',', 'joiden', 'taajuus', 'on', 'alle', '20', 'hertsiä', 'tai', 'yli', '20', 'kilohertsiä.', 'Matalat', 'äänet', 'voidaan', 'myös', 'tuntea', 'värähtelynä', 'mikäli', 'ääni', 'on', 'riittävän', 'voimakas.', 'Kuulo', 'sekä', 'kyky', 'havaita', 'korkeita', 'taajuuksia', 'heikkenee', 'iän', 'myötä.', 'Kuulon', 'heikentyminen', 'on', 'yksilöllistä.', 'Siihen', 'voivat', 'vaikuttaa', 'perinnölliset', 'tekijät', ',', 'yleissairaudet', 'ja', 'melualtistus.', '[', '5', ']', 'Voimakkaat', 'tai', 'korkeat', 'äänet', 'voivat', 'tuottaa', 'kipua', 'korvissa.', 'Jos', 'korvat', 'altistuvat', 'useasti', 'koville', 'tai', 'voimakkaille', 'äänille', ',', 'voi', 'kuulo', 'vahingoittua.', '[', '6', ']']",1,0.0
Kuka ääninäytteli Lisa Simpsonia?,Lisa Simpson,finnish,"{'answer_start': array([96]), 'answer_text': array(['Yeardley Smith'], dtype=object)}",Lisa Marie Simpson on kuvitteellinen hahmo animaatiosarjassa Simpsonit. Lisan ääninäyttelijä on Yeardley Smith.[1],https://fi.wikipedia.org/wiki/Lisa%20Simpson,"['Kuka', 'ääninäytteli', 'Lisa', 'Simpsonia', '?']","['Lisa', 'Marie', 'Simpson', 'on', 'kuvitteellinen', 'hahmo', 'animaatiosarjassa', 'Simpsonit.', 'Lisan', 'ääninäyttelijä', 'on', 'Yeardley', 'Smith.', '[', '1', ']']",1,0.2
Kuka on Ihmenelosten vihollinen?,Ihmeneloset,finnish,"{'answer_start': array([0]), 'answer_text': array([""Ihmeneloset taistelivat monia vihollisia vastaan, joihin kuuluivat muukalaistyranni Kurrgo; mieliä hallitseva Nukkemestari, jonka tytärpuolesta Aliciasta – sokea kuvanveistäjä – tuli Ihmenelosten hyvä ystävä ja Benin pitkäaikainen tyttöystävä; muotoa muuttavan Ihmemiehen, erikoisen muukalaisen josta myöhemmin tuli ryhmän hyvä ystävä; uskomattoman Hulkin; aineettoman Punaisen Haamun ja hänen Superapinansa, jotka saivat voimansa matkimalla Ihmenelosten alkuperää; kieroutuneen neron Hullun Haihattelijan ja hänen Ällistyttävän Androidinsa; Superskrullin (Kl'rt), Ihmenelosten yhdistetyt voimat saaneen skrullin; ajassa matkustavan tyrannin Rama-Tutin, joka tunnettiin myös Kangina; materiaa järjestävän Molekyylimiehen; Hitler-klooni Vihankylväjän; alkemisti Diablon; atlantislaisen sotaherra Attuman; vallasta hullun miljonäärin Gregory Gideonin; ja hirviömäisen androidin Lohikäärmemiehen""],
      dtype=object)}","Ihmeneloset taistelivat monia vihollisia vastaan, joihin kuuluivat muukalaistyranni Kurrgo; mieliä hallitseva Nukkemestari, jonka tytärpuolesta Aliciasta – sokea kuvanveistäjä – tuli Ihmenelosten hyvä ystävä ja Benin pitkäaikainen tyttöystävä; muotoa muuttavan Ihmemiehen, erikoisen muukalaisen josta myöhemmin tuli ryhmän hyvä ystävä; uskomattoman Hulkin; aineettoman Punaisen Haamun ja hänen Superapinansa, jotka saivat voimansa matkimalla Ihmenelosten alkuperää; kieroutuneen neron Hullun Haihattelijan ja hänen Ällistyttävän Androidinsa; Superskrullin (Kl'rt), Ihmenelosten yhdistetyt voimat saaneen skrullin; ajassa matkustavan tyrannin Rama-Tutin, joka tunnettiin myös Kangina; materiaa järjestävän Molekyylimiehen; Hitler-klooni Vihankylväjän; alkemisti Diablon; atlantislaisen sotaherra Attuman; vallasta hullun miljonäärin Gregory Gideonin; ja hirviömäisen androidin Lohikäärmemiehen. Matkan varrella he ystävystyivät sarjakuvan tekijöiden Stan Leen ja Jack Kirbyn ja toisten sankareiden kuten Hämähäkkimiehen (joka yritti turhaan liittyä Ihmenelosiin), Muurahaismiehen (Hank Pym), Nick Furyn, Kostajien, Tohtori Oudon, Ryhmä-X:n ja Daredevilin kanssa. Jopa Namor lämpeni viimein ryhmälle ja hänestä tuli arvokas liittolainen huolimatta faktasta, että Sue valitsi Reedin hänen sijastaan. Seuraaja Uatu kiinnostui erityisesti Ihmenelosista rikkoen jopa valansa olla sekaantumatta asioihin toistuvasti auttaakseen ryhmää vuosien varrella.",https://fi.wikipedia.org/wiki/Ihmeneloset,"['Kuka', 'on', 'Ihmenelosten', 'vihollinen', '?']","['Ihmeneloset', 'taistelivat', 'monia', 'vihollisia', 'vastaan', ',', 'joihin', 'kuuluivat', 'muukalaistyranni', 'Kurrgo', ';', 'mieliä', 'hallitseva', 'Nukkemestari', ',', 'jonka', 'tytärpuolesta', 'Aliciasta', '–', 'sokea', 'kuvanveistäjä', '–', 'tuli', 'Ihmenelosten', 'hyvä', 'ystävä', 'ja', 'Benin', 'pitkäaikainen', 'tyttöystävä', ';', 'muotoa', 'muuttavan', 'Ihmemiehen', ',', 'erikoisen', 'muukalaisen', 'josta', 'myöhemmin', 'tuli', 'ryhmän', 'hyvä', 'ystävä', ';', 'uskomattoman', 'Hulkin', ';', 'aineettoman', 'Punaisen', 'Haamun', 'ja', 'hänen', 'Superapinansa', ',', 'jotka', 'saivat', 'voimansa', 'matkimalla', 'Ihmenelosten', 'alkuperää', ';', 'kieroutuneen', 'neron', 'Hullun', 'Haihattelijan', 'ja', 'hänen', 'Ällistyttävän', 'Androidinsa', ';', 'Superskrullin', '(', ""Kl'rt"", ')', ',', 'Ihmenelosten', 'yhdistetyt', 'voimat', 'saaneen', 'skrullin', ';', 'ajassa', 'matkustavan', 'tyrannin', 'Rama-Tutin', ',', 'joka', 'tunnettiin', 'myös', 'Kangina', ';', 'materiaa', 'järjestävän', 'Molekyylimiehen', ';', 'Hitler-klooni', 'Vihankylväjän', ';', 'alkemisti', 'Diablon', ';', 'atlantislaisen', 'sotaherra', 'Attuman', ';', 'vallasta', 'hullun', 'miljonäärin', 'Gregory', 'Gideonin', ';', 'ja', 'hirviömäisen', 'androidin', 'Lohikäärmemiehen.', 'Matkan', 'varrella', 'he', 'ystävystyivät', 'sarjakuvan', 'tekijöiden', 'Stan', 'Leen', 'ja', 'Jack', 'Kirbyn', 'ja', 'toisten', 'sankareiden', 'kuten', 'Hämähäkkimiehen', '(', 'joka', 'yritti', 'turhaan', 'liittyä', 'Ihmenelosiin', ')', ',', 'Muurahaismiehen', '(', 'Hank', 'Pym', ')', ',', 'Nick', 'Furyn', ',', 'Kostajien', ',', 'Tohtori', 'Oudon', ',', 'Ryhmä-X', ':', 'n', 'ja', 'Daredevilin', 'kanssa.', 'Jopa', 'Namor', 'lämpeni', 'viimein', 'ryhmälle', 'ja', 'hänestä', 'tuli', 'arvokas', 'liittolainen', 'huolimatta', 'faktasta', ',', 'että', 'Sue', 'valitsi', 'Reedin', 'hänen', 'sijastaan.', 'Seuraaja', 'Uatu', 'kiinnostui', 'erityisesti', 'Ihmenelosista', 'rikkoen', 'jopa', 'valansa', 'olla', 'sekaantumatta', 'asioihin', 'toistuvasti', 'auttaakseen', 'ryhmää', 'vuosien', 'varrella', '.']",1,0.2
Milloin Havaiji liitettiin USA:han?,Havaiji,finnish,"{'answer_start': array([203]), 'answer_text': array(['1898'], dtype=object)}","Havaiji (, ) on Yhdysvaltojen osavaltio pohjoisella Tyynellämerellä. Osavaltioon kuuluvat kaikki Havaijisaaret Midwaytä lukuun ottamatta[1]. Havaiji on ollut Yhdysvaltojen hallussa virallisesti vuodesta 1898 ja maan osavaltio vuodesta 1959 lähtien. Ennen Yhdysvaltojen miehitystä se oli itsenäinen kuningaskunta 1810–1893.",https://fi.wikipedia.org/wiki/Havaiji,"['Milloin', 'Havaiji', 'liitettiin', 'USA', ':', 'han', '?']","['Havaiji', '(', ',', ')', 'on', 'Yhdysvaltojen', 'osavaltio', 'pohjoisella', 'Tyynellämerellä.', 'Osavaltioon', 'kuuluvat', 'kaikki', 'Havaijisaaret', 'Midwaytä', 'lukuun', 'ottamatta', '[', '1', ']', '.', 'Havaiji', 'on', 'ollut', 'Yhdysvaltojen', 'hallussa', 'virallisesti', 'vuodesta', '1898', 'ja', 'maan', 'osavaltio', 'vuodesta', '1959', 'lähtien.', 'Ennen', 'Yhdysvaltojen', 'miehitystä', 'se', 'oli', 'itsenäinen', 'kuningaskunta', '1810–1893', '.']",1,0.1428571428571428
Minä vuonna Liettua on perustettu?,Liettuan historia,finnish,"{'answer_start': array([196]), 'answer_text': array(['1200-luvulla'], dtype=object)}","
Liettuan historian historiallisen ajan katsotaan alkavan vuonna 1009, kun Liettuan nimi mainittiin ensimmäisen kerran kirjallisissa lähteissä.[1] Liettualaiset perustivat Liettuan kuningaskunnan 1200-luvulla. Myöhempi Liettuan suuriruhtinaskunta pysyi tiukasti riippumattomana muista valtakunnista ja oli yksi viimeisistä kristinuskoon kääntyneistä Euroopan maista. 1400-luvulla Puola-Liettuasta tuli Euroopan pinta-alaltaan suurikokoisin valtio.[2] Kuitenkin Puolan jaoissa vuosina 1772, 1793 ja 1795 Puola-Liettua hajotettiin ja Liettua siirtyi osaksi Venäjän keisarikuntaa.[3]",https://fi.wikipedia.org/wiki/Liettuan%20historia,"['Minä', 'vuonna', 'Liettua', 'on', 'perustettu', '?']","['Liettuan', 'historian', 'historiallisen', 'ajan', 'katsotaan', 'alkavan', 'vuonna', '1009', ',', 'kun', 'Liettuan', 'nimi', 'mainittiin', 'ensimmäisen', 'kerran', 'kirjallisissa', 'lähteissä.', '[', '1', ']', 'Liettualaiset', 'perustivat', 'Liettuan', 'kuningaskunnan', '1200-luvulla.', 'Myöhempi', 'Liettuan', 'suuriruhtinaskunta', 'pysyi', 'tiukasti', 'riippumattomana', 'muista', 'valtakunnista', 'ja', 'oli', 'yksi', 'viimeisistä', 'kristinuskoon', 'kääntyneistä', 'Euroopan', 'maista.', '1400-luvulla', 'Puola-Liettuasta', 'tuli', 'Euroopan', 'pinta-alaltaan', 'suurikokoisin', 'valtio.', '[', '2', ']', 'Kuitenkin', 'Puolan', 'jaoissa', 'vuosina', '1772', ',', '1793', 'ja', '1795', 'Puola-Liettua', 'hajotettiin', 'ja', 'Liettua', 'siirtyi', 'osaksi', 'Venäjän', 'keisarikuntaa.', '[', '3', ']']",1,0.3333333333333333
Mikä oli Zachris Topelius ensimmäinen teos?,Zachris Topelius,finnish,"{'answer_start': array([302]), 'answer_text': array(['Kanervankukkia'], dtype=object)}","Topelius kirjoitti runoja jo nuoresta pitäen. Suurinta osaa hänen nuoruudenrunoistaan ei kuitenkaan julkaistu kokoelmissa, vaan vasta vuodesta 1899 alkaen ilmestyneessä kokoelmasarjassa Samlade skriften. Topelius julkaisi joitakin runojaan Necken-albumissa, mutta hänen ensimmäinen runokokoelmansa oli Kanervankukkia (Ljungblommor, 1845). Sen toinen osa ilmestyi 1850 ja kolmas 1854.[1] Topelius tunnetaan Suomen maisemia kuvaavista teoksistaan, kuten runosta ”Kesäpäivä Kangasalla”, joka kuuluu Sylvian laulut -sarjaan. Topeliuksen tuotantoa on myös ”Varpunen jouluaamuna” (Sparven på julmorgonen). Topelius osallistui virsikirjakomitean työhön, ja esimerkiksi virret En etsi valtaa loistoa (virsi 31) ja Totuuden henki (virsi 484) ovat hänen kirjoittamiaan.",https://fi.wikipedia.org/wiki/Zachris%20Topelius,"['Mikä', 'oli', 'Zachris', 'Topelius', 'ensimmäinen', 'teos', '?']","['Topelius', 'kirjoitti', 'runoja', 'jo', 'nuoresta', 'pitäen.', 'Suurinta', 'osaa', 'hänen', 'nuoruudenrunoistaan', 'ei', 'kuitenkaan', 'julkaistu', 'kokoelmissa', ',', 'vaan', 'vasta', 'vuodesta', '1899', 'alkaen', 'ilmestyneessä', 'kokoelmasarjassa', 'Samlade', 'skriften.', 'Topelius', 'julkaisi', 'joitakin', 'runojaan', 'Necken-albumissa', ',', 'mutta', 'hänen', 'ensimmäinen', 'runokokoelmansa', 'oli', 'Kanervankukkia', '(', 'Ljungblommor', ',', '1845', ')', '.', 'Sen', 'toinen', 'osa', 'ilmestyi', '1850', 'ja', 'kolmas', '1854.', '[', '1', ']', 'Topelius', 'tunnetaan', 'Suomen', 'maisemia', 'kuvaavista', 'teoksistaan', ',', 'kuten', 'runosta', '”Kesäpäivä', 'Kangasalla”', ',', 'joka', 'kuuluu', 'Sylvian', 'laulut', '-sarjaan.', 'Topeliuksen', 'tuotantoa', 'on', 'myös', '”Varpunen', 'jouluaamuna”', '(', 'Sparven', 'på', 'julmorgonen', ')', '.', 'Topelius', 'osallistui', 'virsikirjakomitean', 'työhön', ',', 'ja', 'esimerkiksi', 'virret', 'En', 'etsi', 'valtaa', 'loistoa', '(', 'virsi', '31', ')', 'ja', 'Totuuden', 'henki', '(', 'virsi', '484', ')', 'ovat', 'hänen', 'kirjoittamiaan', '.']",1,0.4285714285714285
Kuinka kauan Bosnian sota kesti?,Bosnian sota,finnish,"{'answer_start': array([142]), 'answer_text': array(['29. helmikuuta 1992 – 21. marraskuuta 1995'], dtype=object)}","Bosnian sota oli Jugoslavian hajoamissotiin kuulunut veristen sotatoimien sarja pääosin nykyisen Bosnia ja Hertsegovinan alueella. Se käytiin 29. helmikuuta 1992 – 21. marraskuuta 1995 serbien, kroaattien ja bosniakkien eli Bosnian muslimien välillä.",https://fi.wikipedia.org/wiki/Bosnian%20sota,"['Kuinka', 'kauan', 'Bosnian', 'sota', 'kesti', '?']","['Bosnian', 'sota', 'oli', 'Jugoslavian', 'hajoamissotiin', 'kuulunut', 'veristen', 'sotatoimien', 'sarja', 'pääosin', 'nykyisen', 'Bosnia', 'ja', 'Hertsegovinan', 'alueella.', 'Se', 'käytiin', '29.', 'helmikuuta', '1992', '–', '21.', 'marraskuuta', '1995', 'serbien', ',', 'kroaattien', 'ja', 'bosniakkien', 'eli', 'Bosnian', 'muslimien', 'välillä', '.']",1,0.3333333333333333
Milloin Bill Evans syntyi?,Bill Evans,finnish,"{'answer_start': array([29]), 'answer_text': array(['16. elokuuta 1929'], dtype=object)}","

William John ”Bill” Evans (16. elokuuta 1929 Plainfield, New Jersey – 15. syyskuuta 1980 New York, New York) oli yksi merkittävimmistä jazzpianisteista. Hän oli pioneeri modaalisen jazzin kehityksessä ja hänen soittotyylinsä on vaikuttanut suuresti moniin uuden sukupolven jazzpianisteihin. Evans soitti ja levytti uransa aikana monien tunnettujen jazzmuusikoiden kanssa, joista tärkeimpinä mainittakoon Miles Davis, Cannonball Adderley, Jim Hall, Chet Baker, Tony Scott, Oliver Nelson ja George Russell. Tärkeimmän musiikillisen työnsä hän teki kuitenkin johtaessaan omia pianotriojaan, joita hänellä ehti lähes 30-vuotisen taiteellisen uransa aikana olla lukuisia.",https://fi.wikipedia.org/wiki/Bill%20Evans,"['Milloin', 'Bill', 'Evans', 'syntyi', '?']","['William', 'John', '”Bill”', 'Evans', '(', '16.', 'elokuuta', '1929', 'Plainfield', ',', 'New', 'Jersey', '–', '15.', 'syyskuuta', '1980', 'New', 'York', ',', 'New', 'York', ')', 'oli', 'yksi', 'merkittävimmistä', 'jazzpianisteista.', 'Hän', 'oli', 'pioneeri', 'modaalisen', 'jazzin', 'kehityksessä', 'ja', 'hänen', 'soittotyylinsä', 'on', 'vaikuttanut', 'suuresti', 'moniin', 'uuden', 'sukupolven', 'jazzpianisteihin.', 'Evans', 'soitti', 'ja', 'levytti', 'uransa', 'aikana', 'monien', 'tunnettujen', 'jazzmuusikoiden', 'kanssa', ',', 'joista', 'tärkeimpinä', 'mainittakoon', 'Miles', 'Davis', ',', 'Cannonball', 'Adderley', ',', 'Jim', 'Hall', ',', 'Chet', 'Baker', ',', 'Tony', 'Scott', ',', 'Oliver', 'Nelson', 'ja', 'George', 'Russell.', 'Tärkeimmän', 'musiikillisen', 'työnsä', 'hän', 'teki', 'kuitenkin', 'johtaessaan', 'omia', 'pianotriojaan', ',', 'joita', 'hänellä', 'ehti', 'lähes', '30-vuotisen', 'taiteellisen', 'uransa', 'aikana', 'olla', 'lukuisia', '.']",1,0.2
